Title,Type,Rating,Vote Count,Start Date,Studio
Momoiro no Crayon,OVA,7,4,2006,Nippon Animation
Momotaro in the Sky,MOVIE,8.17,6,"Oct 01, 1931",add some
Momokuri,ONA,9.01,743,"Dec 24, 2015",Satelight
Momotaro Densetsu,TV,9.86,8,"Oct 02, 1989",Knack Productions
Momotaro's Sea Eagles,MOVIE,8.35,16,"Mar 25, 1943",Shochiku Animation Institute
Momotaro the Undefeated,MOVIE,7.95,18,1928,add some
"Momotaro, Sacred Sailors",MOVIE,7.03,26,"Apr 12, 1945",Shochiku Animation Institute
Mon Colle Knights: Legend of the Fire Dragon,MOVIE,9.5,2,"Dec 21, 2000",Studio Deen
Momotaros no Natsuyasumi,MOVIE,7.5,3,"Aug 04, 2007",add some
Mon Colle Knights,TV,9.56,13,"Jan 10, 2000",Studio Deen
Monkey King: Hero Is Back,MOVIE,7.94,125,"Jul 10, 2015",October Media
Mon Mon the Water Spider,MOVIE,7.63,24,"Jan 03, 2006",Studio Ghibli
MONKART,TV,8.84,27,"Aug 28, 2017",SAMG Entertainment
Monkey Turn,TV,7.41,22,"Jan 11, 2004",OLM
Monkey Magic,TV,7.4,6,"Sep 20, 1998",Group TAC
Monkey Punch Manga Katsudou Dai Shashin: Crime Mate Special,SPECIAL,6.92,13,"Sep 14, 2005",TMS Entertainment
Monkie Kid,TV,9.02,126,Sep 2020,
Monkey Typhoon,TV,8.58,11,"Oct 01, 2002",Studio Egg
Monkichi the Monkey in The Gold Axe and the Silver Axe,OVA,4.33,4,"Sep 21, 2001",Sanrio
Monkie Kid Season 2,TV,9.02,130,"Sep 01, 2020",
Monkie Kid Embrace Your Destiny,TV,8.62,91,?,
Monkie Kid Revenge of the Spider Queen,TV,8.09,59,?,
Monkie Kid: A Hero is Born,SPECIAL,8.84,59,"May 29, 2020",
Monkie Kid Season 3,TV,8.75,152,"Sep 01, 2020",
Monkie Kid Season 4,ONA,8.72,191,2023,
Monogatari Series Second Season,TV,9.26,970,"Jul 07, 2013",Shaft
Mono no Kamisama: Cocotama,ONA,7,5,"Sep 26, 2019",OLM
Monochrome Factor,TV,8.07,157,"Apr 08, 2008",A.C.G.T.
Monsieur Greenpeas,MOVIE,6.83,6,2004,Grasshoppa!
Monogatari Series: Second Season Bluray,TV,9.41,765,"Dec 29, 2013",
Mononoke,TV,9.12,553,"Jul 13, 2007",Toei Animation
Monster But Wild 2,ONA,8.29,447,"Jul 02, 2023",Kung Fu Frog Animation
Monster,TV,9.31,13446,"Apr 07, 2004",Madhouse
Monster But Wild,ONA,7.79,1002,"Apr 16, 2023",Kung Fu Frog Animation
Monster Girl Doctor,TV,8.87,2506,"Jul 12, 2020",Arvo Animation
Monster Diner,ONA,6.91,95,"Jul 13, 2023",Shykeumo Animation Studio
Monster Extra: Hottan,SPECIAL,8.62,48,"Sep 21, 2004",Madhouse
Monster Hunter: Legends of the Guild,MOVIE,7.13,60,"Oct 10, 2021",
Monster High: Kowa-ike Girls,ONA,6.68,25,"Oct 22, 2014",Shogakukan Music & Digital Entertainment
Monster Hunter Stories: Ride On,TV,8.8,188,"Oct 02, 2016",David Production
Monster Musume: Everyday Life With Monster Girls,TV,8.97,3879,"Jul 08, 2015",Lerche
Monster List,ONA,8.6,161,"Dec 13, 2014",Haoliners Animation League
Monster Musume Everyday Life With Monster Girls: Hobo Mainichi Oo! Namappoi Douga,ONA,8.95,262,"Jul 08, 2015",Lerche
Monster Rancher (2000),TV,8.22,15,"Apr 01, 2000",TMS Entertainment
Monster Musume: Everyday Life With Monster Girls OVA,OVA,8.87,526,"Nov 12, 2016",Lerche
Monster Rancher,TV,8.79,45,"Apr 17, 1999",TMS Entertainment
Monster Strike 2: MSonic! D'Artagnyan's Rise to Fame,ONA,9.75,4,"Jun 14, 2017",LIDENFILMS
Monster Special Edition,SPECIAL,8.79,76,"Dec 27, 2005",Madhouse
Monster Strike 2: A Rhapsody Called Lucy -The Very First Song-,ONA,8.38,9,"May 03, 2017",LIDENFILMS Kyoto Studio
Monster Strike the Animation,ONA,8.32,158,"Oct 10, 2015",Studio Hibari
Monster Strike 5,ONA,7.15,37,"Oct 10, 2021",
Monster Strike The Animation,ONA,6.38,17,"Jul 08, 2018",ILCA
Monster Strike the Animation: The Fading Cosmos,ONA,7.02,26,"Oct 07, 2017",ILCA
Monster Strike the Animation: An Encore and Continuance - Pandora's Box,ONA,9.43,10,"Dec 31, 2016",Studio Hibari
Monster Strike the Animation: Summer Special - Mermaid Rhapsody,ONA,6.28,17,"Aug 14, 2016",Studio Hibari
Monster Strike the Movie: Lucifer Dawn of Despair,MOVIE,8.48,33,"Nov 06, 2020",Anima
Monster Strike the Anime 2nd Season,ONA,7.71,31,"Apr 01, 2017",SANZIGEN
Monster Strike The Movie,MOVIE,7.26,16,"Dec 10, 2016",LIDENFILMS
Montana Jones,TV,6.44,11,"Apr 02, 1994",Studio Junio
Monster Strike: Rain of Memories,SPECIAL,5.37,22,"Dec 03, 2016",
Monsuno: World Master,TV,8.76,204,"Oct 03, 2012",Larx Entertainment
Moom,MOVIE,7.85,11,"Mar 05, 2016",Tonko House
Monthly Girls' Nozaki-kun,TV,9.07,1787,"Jul 07, 2014",Doga Kobo
Monthly Girls' Nozaki-kun Specials,SPECIAL,9.46,338,"Sep 24, 2014",Doga Kobo
Moomin,TV,8.31,29,"Oct 05, 1969",Mushi Production
Moom: The Story of the Beginning,SPECIAL,9.67,7,"Jan 18, 2017",add some
Moomin,TV,9.33,117,"Apr 12, 1990",Telescreen
MoonPhase,TV,8.49,118,"Oct 05, 2004",Shaft
MOONLIGHT MILE 1st Season -Lift off-,TV,8.75,26,"Mar 04, 2007",Studio Hibari
MOONLIGHT MILE 2nd Season -Touch down-,TV,8.26,16,"Sep 13, 2007",Studio Hibari
Morfonication,SPECIAL,8.65,31,"Jul 28, 2022",SANZIGEN
Moonrakers,ONA,9.78,5,"Apr 15, 2014",Pierrot
"More than a Married Couple, but Not Lovers.",TV,8.92,15479,"Oct 09, 2022",studio MOTHER
Moriarty the Patriot Part 2,TV,9.35,3673,"Apr 04, 2021",Production I.G
Moriarty the Patriot,TV,9.28,3570,"Oct 11, 2020",Production I.G
Moriarty the Patriot OVA,OVA,9.5,338,"Apr 27, 2022",Production I.G
Morita-san wa Mukuchi.,TV,8.38,29,"Jul 06, 2011",Seven
Moribito: Guardian of the Spirit,TV,9.01,490,"Apr 07, 2007",Production I.G
Morita-san wa Mukuchi,OVA,8.21,9,"Mar 26, 2011",Studio Gram
Mormorando,MOVIE,5.75,9,"Sep 16, 2014",add some
Morita-san wa Mukuchi. 2,TV,8.53,11,"Oct 05, 2011",Seven
Morita-san wa Mukuchi. Specials,SPECIAL,5.78,5,"Jan 27, 2012",Seven
Mother of the Goddess’ Dormitory,TV,8.66,7301,"Jul 14, 2021",asread.
Moshi Juexing: Suyuan,ONA,8.19,26,"Dec 22, 2020",Oriental Creative Color
Moshidora,TV,8.75,34,"Apr 25, 2011",Production I.G
Motto! Majime ni Fumajime Kaiketsu Zorori,TV,7.76,62,"Apr 05, 2020",Bandai Namco Pictures
Mottainai,SPECIAL,8.39,17,"Jul 01, 2015",CoMix Wave Films
Motto To Love Ru,TV,8.97,1076,"Oct 06, 2010",Xebec
Motto! Ojamajo Doremi,TV,8.84,72,"Feb 04, 2001",Toei Animation
Motto! Majime ni Fumajime Kaiketsu Zorori 2nd Season,TV,5.1,98,"Apr 02, 2021",Bandai Namco Pictures
Motto! Majime ni Fumajime Kaiketsu Zorori 3rd Season,TV,5.24,63,"Apr 06, 2022",Bandai Namco Pictures
Mouryou no Hako Special,SPECIAL,8.3,11,"May 22, 2009",Madhouse
Motto! Ojamajo Doremi Kaeru Ishi no Himitsu,MOVIE,9.08,9,"Jul 14, 2001",Toei Animation
Mouryou no Hako,TV,6.93,73,"Oct 08, 2008",Madhouse
Moyashimon,TV,8.73,48,"Oct 12, 2007",Telecom Animation Film
Mouse,TV,8.02,65,"Jan 06, 2003",Studio Deen
Mouse and His Child,MOVIE,8.33,4,"Mar 11, 1978",
Mr Love: Queen's Choice,TV,8.31,605,"Jul 16, 2020",MAPPA
Moyashimon Returns,TV,7.81,29,"Jul 06, 2012",Telecom Animation Film
Moyashimon: Kin Gekijou Deluxe,SPECIAL,7.62,7,"Dec 21, 2007",Shirogumi
Mr. Dough and the Egg Princess,MOVIE,7.74,19,"Nov 20, 2010",Studio Ghibli
Mr. Bond,SPECIAL,8.21,24,"May 12, 1997",NHK
"Mr. Captain, Be Gentle",ONA,7.33,31,?,
Mr. Osomatsu 2nd season,TV,9.39,188,"Oct 03, 2017",Pierrot
Mr. Empty,MUSIC,7,31,"Dec 22, 2004",add some
Mr. Osomatsu,TV,9.13,311,"Oct 06, 2015",Pierrot
Mr. Osomatsu JRA Special 2016,SPECIAL,8.66,49,"Dec 13, 2016",Pierrot
Mr. Osomatsu 3rd season,TV,9.15,256,"Oct 13, 2020",Pierrot
Mr. Osomatsu Episode 3.5,SPECIAL,9.4,10,"Jan 29, 2016",Pierrot
Mr. Osomatsu the Movie: Prologue Theater,SPECIAL,9.03,23,"Nov 06, 2019",add some
Mr. Osomatsu Short Film Series,SPECIAL,9.41,20,"Jan 29, 2016",10Gauge
Mr. Osomatsu THE MOVIE,MOVIE,9.46,89,"Mar 15, 2019",Pierrot
Mr. Tonegawa: Middle Management Blues,TV,8,217,"Jul 04, 2018",Madhouse
Mr. Pen Pen,SPECIAL,6.33,3,"Mar 31, 1986",add some
Mr. Stone Feels Lonely,ONA,7.69,32,"Jul 25, 2022",HuaMei Animation
Ms. Koizumi Loves Ramen Noodles,TV,8.75,309,"Jan 04, 2018",Studio Gokumi
Mrs. Pepperpot,TV,8.78,5,"Apr 04, 1983",Pierrot
Mrs. Sazae,TV,4.64,548,"Oct 05, 1969",Eiken
MTV Ident: HORNY,SPECIAL,2.99,354,2017,MTV Japan
Ms. vampire who lives in my neighborhood.,TV,9.21,516,"Oct 05, 2018",Studio Gokumi
Mt. Head,MOVIE,8.5,16,"Jan 01, 2002",Studio Deen
Mu Wang Zhi Wang: Qi Lin Jue,ONA,7.12,41,"Jul 21, 2016",Build Dream
MTV Town,SPECIAL,2.49,35,2019,CEKAI
Mu Di,MOVIE,8.02,13,1963,Shanghai Animation Film Studio
Mudai,MUSIC,9.82,44,"May 07, 2015",pH Studio
Mu Wang Zhi Wang: Xuan Guan Si,ONA,7.94,17,"Dec 07, 2017",Build Dream
Mu Wang Zhi Wang: You Du Zhan,ONA,8.18,23,2019,Build Dream
Muhyo & Roji's Bureau of Supernatural Investigation,TV,8.75,296,"Aug 03, 2018",Studio Deen
Mudazumo Naki Kaikaku,OVA,8.98,34,"Feb 26, 2010",TYO Animations
Mugen no Ryvius: Illusion,ONA,6.8,9,1999,Sunrise
Muku no Ki no Hanashi,MOVIE,7.23,13,"Sep 25, 1947",add some
Muhyo & Roji’s Bureau of Supernatural Investigation Season 2,TV,8.21,197,"Jul 07, 2020",Studio Deen
Mujin Wakusei Survive,TV,8.86,110,"Oct 16, 2003",Telecom Animation Film
Munto,OVA,8.55,35,"Mar 18, 2003",Kyoto Animation
Mulan: Hengkong Chushi,MOVIE,4.66,30,"Oct 03, 2020",Gold Valley Films
Munou na Nana: Mini Anime,ONA,9.26,19,"Oct 09, 2020",Bridge
Murder Princess,OVA,8.55,83,"Mar 28, 2007",Bee Train
Munto 2: Beyond the Walls of Time,OVA,8.85,26,"Apr 29, 2005",Kyoto Animation
Muramasa,MOVIE,8.77,18,"Aug 21, 1987",Tezuka Productions
Musashi no Ken,TV,8.09,30,"Apr 18, 1985",Eiken
Muromi-san,TV,8.84,106,"Apr 07, 2013",Tatsunoko Production
Musashi,TV,6.49,18,"Oct 03, 1990",Pierrot
Museum of Humanity,ONA,6.8,5,"Aug 25, 2020",Haoliners Animation League
Musashi: The Dream of the Last Samurai,MOVIE,6.43,32,"Jun 13, 2009",Production I.G
Musasi-no,TV,6.58,53,"Jul 02, 2022",A-Real
MUSHI-SHI OVA,SPECIAL,9.39,181,"Jan 04, 2014",Artland
"Musha, Knight, Commando: SD Gundam Emergency Sortie",MOVIE,8.33,3,"Mar 16, 1991",Sunrise
MUSHI-SHI,TV,9.42,1417,"Oct 23, 2005",Artland
MUSHI-SHI The Next Passage 2,TV,9.58,371,"Oct 19, 2014",Artland
MUSHI-SHI Special: Bell Droplets,MOVIE,9.7,195,"May 16, 2015",Artland
MUSHI-SHI The Next Passage,TV,9.47,423,"Apr 05, 2014",Artland
Mushibugyo,TV,8.64,575,"Apr 08, 2013",Seven Arcs Pictures
MUSHI-SHI The Next Passage Special - Path of Thorns,SPECIAL,9.38,114,"Aug 20, 2014",Artland
Mushi-Uta,TV,9.23,12,"Jul 06, 2007",Beat Frog
Mushiking: The King of Beetles SUPER BATTLE MOVIE -Altered Beetles of Darkness-,MOVIE,8.42,7,"Mar 21, 2007",TMS Entertainment
Mushibugyo OVA,OVA,7.79,57,"Jul 18, 2014",Seven Arcs Pictures
Mushiking: The Guardians of the Forest,TV,7.16,20,"Apr 06, 2005",TMS Entertainment
Mushoku Tensei: Jobless Reincarnation Cour 2,TV,8.93,27497,"Oct 04, 2021",Studio Bind
Mushoku Tensei: Jobless Reincarnation,TV,8.88,29192,"Jan 11, 2021",Studio Bind
"Mushoku Tensei: Jobless Reincarnation 2nd Season - Episode 0 ""Guardian Fitz""",SPECIAL,8.77,3732,"Jul 03, 2023",Studio Bind
Mushrambo (2008),OVA,7.4,6,"Sep 21, 2008",Toei Animation
Mushoku Tensei: Jobless Reincarnation Cour 2 - Eris the Goblin Slayer,SPECIAL,9.12,2191,"Mar 16, 2022",Studio Bind
Mushoku Tensei: Jobless Reincarnation Season 2,TV,8.91,34841,"Jul 10, 2023",Studio Bind
Music Up: Reborn,ONA,8.91,29,"Oct 02, 2020",Foch Films
Music Girl,MOVIE,8.54,31,"Mar 22, 2015",Studio Deen
Music Girls,TV,7.84,114,"Jul 06, 2018",Studio Deen
Muteki-kyuu*Believer,MUSIC,9.36,14,"Jul 29, 2020",Sunrise
Mutant Ninja Turtles: Superman Legend,OVA,8.07,13,"May 21, 1996",Bee Media
Muteki Koujin Daitarn 3,TV,9.05,30,"Jun 03, 1978",Sunrise
Muv-Luv Alternative Season 2,TV,7.01,478,"Oct 06, 2022",Yumeta Company
MUTEKING THE Dancing HERO,TV,6.94,147,"Oct 03, 2021",Tezuka Productions
Muv-Luv Alternative,TV,8.16,1071,"Oct 07, 2021",Yumeta Company
Muybridge's Strings,MOVIE,6.47,7,"May 16, 2011",NHK
Muv-Luv Alternative: Total Eclipse,TV,8.49,299,"Jul 02, 2012",Satelight
Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,SPECIAL,7.78,19,"Nov 19, 2012",Satelight
My Big Emergency,MOVIE,9.31,17,1936,add some
My 26-year-old Female tenant,ONA,6.39,32,?,
My ACG Parents,ONA,6.92,37,"Oct 10, 2021",Paper Animation
My Bride is a Mermaid OVA,OVA,8.39,98,"Nov 03, 2008",Gonzo
My Big Sister Arrived,TV,9.17,409,"Jan 09, 2014",C2C
My Bride is a Mermaid,TV,9.14,893,"Apr 02, 2007",Gonzo
My Cultivator Girlfriend,ONA,8.3,1063,"Sep 20, 2017",Big Firebird Culture
My Cat Hates Me,ONA,7.12,52,"Jan 02, 2023",Space Shell
My Clueless First Friend,TV,8.86,2751,"Apr 09, 2023",Studio Signpost
My Dear Marie,OVA,8.39,33,"Mar 06, 1996",Pierrot
My Daddy Long Legs,TV,9.04,67,"Jan 04, 1990",Nippon Animation
My Daughter Left the Nest and Returned an S-Rank Adventurer,TV,7.79,2918,"Oct 06, 2023",TYPHOON GRAPHICS
My Demon Tyrant And Sweet Baby 3,ONA,8.2,36,?,
My Demon Tyrant And Sweet Baby,ONA,7.41,118,?,
My Demon Tyrant And Sweet Baby 2,ONA,8.06,51,?,
My Dress-Up Darling,TV,8.87,32323,"Jan 09, 2022",CloverWorks
My Demon Tyrant and Sweet Baby 4,ONA,8.9,30,?,
My Demon Tyrant and Sweet Baby 5,ONA,8.63,28,?,
My First Girlfriend is a Gal,TV,7.53,3754,"Jul 12, 2017",NAZ
My Family,TV,9.3,26,"Apr 19, 2002",Shin-Ei Animation
My Favorite Fairy Tales,OVA,6.12,10,"Jun 10, 1990",add some
My Girlfriend is Shobitch,TV,7.57,1924,"Oct 12, 2017",Diomedea
My First Girlfriend is a Gal OVA,OVA,8.69,582,"Dec 26, 2017",NAZ
My Friend Bernard,MOVIE,6.25,9,"Mar 22, 2007",RG Animation Studios
My Harem By Bonus,ONA,6.5,104,?,
My Girlfriend is Shobitch OVA,OVA,8.22,308,"Mar 26, 2018",Diomedea
My Happy Marriage,TV,8.88,14610,"Jul 05, 2023",Kinema Citrus
My Hero Academia Season 3,TV,8.97,17710,"Apr 07, 2018",Bones
My Hero Academia,TV,8.6,10548,"Apr 03, 2016",Bones
My Hero Academia Season 2,TV,8.96,9860,"Apr 01, 2017",Bones
My Hero Academia Season 5 OVA,ONA,8.44,515,"Jun 16, 2022",Bones
My Hero Academia Season 4,TV,8.88,14454,"Oct 12, 2019",Bones
My Hero Academia Season 5,TV,8.7,24645,"Mar 27, 2021",Bones
My Hero Academia: Hero Notebook,SPECIAL,8.52,825,"Mar 25, 2017",Bones
My Hero Academia Season 6,TV,8.81,29674,"Oct 01, 2022",Bones
My Hero Academia the Movie: Two Heroes Specials,SPECIAL,8.9,603,"Feb 13, 2019",Bones
My Hero Academia: Rescue! Rescue Training,OVA,8.49,473,"Apr 04, 2017",Bones
My Hero Academia: Heroes Rising,MOVIE,9.13,2865,"Dec 20, 2019",Bones
My Hero Academia: Make It! Do-or-Die Survival Training,ONA,9.08,586,"Aug 16, 2020",Bones
My Hero Academia: World Heroes' Mission,MOVIE,8.78,2591,"Aug 06, 2021",Bones
My Hero Academia: Training of the Dead,OVA,8.83,565,"Jun 02, 2017",Bones
My Hero Academia: Two Heroes,MOVIE,9.17,3135,"Aug 03, 2018",Bones
My Holy Weapon,ONA,8.09,401,"Apr 26, 2018",Haoliners Animation League
My Hero Academia: World Heroes' Mission - Take-off,SPECIAL,8.65,258,"Feb 16, 2022",Bones
My Heroic Husband,ONA,8.5,234,"Apr 23, 2023",Oriental Creative Color
My Journey in an Alternate World,ONA,8.1,396,"Jan 13, 2022",Ruo Hong Culture
My Home Hero,TV,8.8,2939,"Apr 02, 2023",Tezuka Productions
My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World!,TV,7.72,10116,"Jul 04, 2022",REVOROOT
My Life as Inukai-san’s Dog,TV,6.33,6450,"Jan 07, 2023",Quad
My Last Day,ONA,9.11,198,"Apr 12, 2011",
MY LIFE,ONA,8.5,173,"Nov 10, 2012",add some
My Little Goat,MOVIE,8.54,116,2018,Geidai Animation
My Life as Inukai-san’s Dog OVA,SPECIAL,6.12,1094,"Mar 29, 2023",Quad
My Life as McDull,MOVIE,7.94,8,"Dec 15, 2001",Bliss Pictures
My Little Pony: Friendship Is Magic Season 1,TV,8.33,200,"May 06, 2011",
My Little Invisible Being,ONA,5.43,7,"Oct 05, 2020",Saiji
My Little Monster,TV,8.75,4613,"Oct 02, 2012",Brain's Base
My Little Pony: Friendship Is Magic Season 4,TV,8.5,60,"May 10, 2014",
My Little Pony: Friendship Is Magic Season 2,TV,7.88,65,"Sep 17, 2011",
My Little Pony: Friendship Is Magic Season 3,TV,8.15,45,"Feb 16, 2013",
My Little Pony: Friendship Is Magic Season 7,TV,9.08,24,"Oct 28, 2017",
My Little Pony: Friendship Is Magic Season 5,TV,8.7,63,"Nov 28, 2015",
My Little Pony: Friendship Is Magic Season 6,TV,8.73,38,"Oct 22, 2016",
My Love Story with Yamada-kun at Lv999,TV,8.77,13075,"Apr 02, 2023",Madhouse
My Little Pony: Friendship Is Magic Season 8,TV,8.47,43,"Oct 13, 2018",
My Little Pony: Friendship Is Magic Season 9,TV,6.37,96,"Apr 06, 2019",
"My Matchmaking Partner Is My Student, An Aggressive Troublemaker",ONA,6.25,502,"Oct 02, 2017",Seven
My Love Story!!,TV,8.92,2868,"Apr 09, 2015",Madhouse
My Master Has No Tail,TV,7.66,308,"Sep 30, 2022",LIDENFILMS
My Mental Choices Are Completely Interfering With My School Romantic Comedy,TV,8.58,1155,"Oct 10, 2013",Diomedea
My Melody in Little Red Riding Hood,OVA,6.67,3,"Aug 24, 2001",Sanrio
My Melody no Ookami-san ni Ki wo Tsukete,OVA,7.75,4,"Apr 21, 1994",Sanrio
My mystical husband,ONA,6.82,35,?,
My Mental Choices Are Completely Interfering With My School Romantic Comedy OVA,OVA,8.94,133,"May 20, 2014",Diomedea
My My Mai,OVA,7.75,131,"Dec 16, 1993",J.C.Staff
My Neighbor Totoro,MOVIE,9.05,1035,"Apr 16, 1988",Studio Ghibli
My Name Is Elite☆,MUSIC,8.1,20,"Feb 26, 2019",add some
My Name Is Teppei,TV,8.89,29,"Sep 12, 1977",Nippon Animation
My Next Life as a Villainess: All Routes Lead to Doom!,TV,9.04,3978,"Apr 05, 2020",Silver Link.
My Neighbors the Yamadas,MOVIE,7.82,61,"Jul 17, 1999",Studio Ghibli
My New Boss is Goofy,TV,7.88,1737,"Oct 07, 2023",A-1 Pictures
My One-Hit Kill Sister,TV,7.39,9412,"Apr 08, 2023",Gekkou
My Next Life as a Villainess: All Routes Lead to Doom! X,TV,8.95,2744,"Jul 03, 2021",Silver Link.
My Next Life as a Villainess: All Routes Lead to Doom! X - I Met My Destined One...,OVA,8.79,233,"Sep 30, 2021",Silver Link.
My Senpai is Annoying,TV,9.08,5569,"Oct 10, 2021",Doga Kobo
My Roommate is a Cat,TV,9.32,1243,"Jan 09, 2019",Zero-G
My Senior Brother Is Too Steady,ONA,8.84,343,"Jan 19, 2023",Sparkly Key Animation Studio
"My Sister, My Writer (OVA)",SPECIAL,8.15,188,"Feb 27, 2019",NAZ
My Sister Momoko,MOVIE,7.87,43,"Jul 23, 2003",Magic Bus
"My Sister, My Writer",TV,7.84,1297,"Oct 10, 2018",NAZ
My Stepmom's Daughter is My Ex,TV,7.77,12477,"Jul 06, 2022",Project No.9
My Son Goku,MOVIE,4.89,24,"Jul 12, 2003",Avex Entertainment
My Song,MUSIC,8.54,27,"Jan 06, 2022",Qzil.la
My Teen Romantic Comedy SNAFU Climax!,TV,9.24,8818,"Jul 10, 2020",feel.
My Sweet Tyrant,TV,9.08,1067,"Apr 06, 2018",Yumeta Company
My Teen Romantic Comedy SNAFU,TV,9.08,6797,"Apr 05, 2013",Brain's Base
My Teen Romantic Comedy SNAFU TOO!,TV,9.28,5838,"Apr 03, 2015",feel.
My Teen Romantic Comedy SNAFU Climax! OVA,OVA,8.85,1066,"Apr 27, 2023",feel.
My Teen Romantic Comedy SNAFU OVA,OVA,8.16,584,"Sep 19, 2013",Brain's Base
My Unique Skill Makes Me OP even at Level 1,TV,7.63,9542,"Jul 08, 2023",Maho Film
My Teen Romantic Comedy SNAFU TOO! OVA,OVA,8.34,668,"Oct 27, 2016",feel.
My Tiny Senpai,TV,8.51,4461,"Jul 02, 2023",Project No.9
My Wife is the Student Council President OVA,OVA,9.05,180,"Jan 27, 2016",Seven
My Wife is a High School Girl,TV,8.33,244,"Jul 02, 2005",Madhouse
My Wife is the Student Council President,TV,8.97,1603,"Jul 02, 2015",Seven
My-HiME,TV,7.27,126,"Oct 01, 2004",Sunrise
My Wife is the Student Council President OVA: Wife Theater,SPECIAL,7.7,48,"Jan 27, 2016",Seven
My Wife is the Student Council President+!,TV,8.69,1211,"Oct 02, 2016",Seven
My-Otome 0: S.ifr,OVA,7.44,29,"Feb 21, 2008",Sunrise
My-Hime Specials,SPECIAL,9.22,11,"Jan 28, 2005",Sunrise
My-Otome,TV,8.72,54,"Oct 07, 2005",Sunrise
Myriad Colors Phantom World: Limitless Phantom World,SPECIAL,8.69,142,"Apr 06, 2016",Kyoto Animation
My-Otome Zwei,OVA,8.15,15,"Nov 24, 2006",Sunrise
Myriad Colors Phantom World,TV,8.78,1442,"Jan 07, 2016",Kyoto Animation
Myself; Yourself,TV,8.04,296,"Oct 03, 2007",Doga Kobo
Myriad Colors Phantom World: The Polka Dot Miracle,SPECIAL,9.13,200,"Oct 05, 2016",Kyoto Animation
Myself ; Yourself Specials,SPECIAL,6.87,23,"Jun 27, 2008",
Mysterious Girlfriend X: Nazo no Natsu Matsuri,OVA,9.18,252,"Aug 23, 2012",Hoods Entertainment
Mysteria Friends,TV,9.02,492,"Jan 21, 2019",CygamesPictures
Mysterious Girlfriend X,TV,9.01,1834,"Apr 08, 2012",Hoods Entertainment
Mysterious Joker Season 3,TV,8.72,100,"Apr 04, 2016",Shin-Ei Animation
Mysterious Joker,TV,8.78,101,"Oct 06, 2014",Shin-Ei Animation
Mysterious Joker Season 2,TV,9.16,63,"Apr 06, 2015",Shin-Ei Animation
Mysterious Play OVA 2,OVA,8.49,25,"May 25, 1997",Pierrot
Mysterious Joker Season 4,TV,9.48,78,"Oct 03, 2016",Shin-Ei Animation
Mysterious Play OVA,OVA,8.81,24,"Oct 25, 1996",Pierrot
Mythical Detective Loki Ragnarok,TV,9.2,40,"Apr 05, 2003",Studio Deen
Mysterious Play: Eikoden,OVA,7.98,33,"Dec 21, 2001",Pierrot
Mysterious Thief Saint Tail,TV,8.87,128,"Oct 12, 1995",TMS Entertainment
Nadia: The Secret of Blue Water,TV,8.96,186,"Apr 13, 1990",Gainax
Nabari no Ou,TV,8.22,226,"Apr 07, 2008",J.C.Staff
Nadia: Secret of Blue Water Specials,SPECIAL,7.17,10,"Feb 18, 2003",Gainax
Nagareboshi Lens Specials,SPECIAL,4.9,10,"Oct 02, 2012",TV Tokyo
Nadia: The Secret of Blue Water - The Motion Picture,MOVIE,8.12,23,"Jun 29, 1991",Gainax
Nagareboshi Lens,OVA,9.15,58,"Mar 18, 2012",Kinema Citrus
Nagi-Asu: A Lull in the Sea,TV,8.94,888,"Oct 03, 2013",P.A. Works
Nagasaki 1945 ~ The Angelus Bells,MOVIE,8.45,13,"Sep 09, 2005",Mushi Production
Nagasarete Airanto,TV,8.98,654,"Apr 05, 2007",feel.
NAKAIMO - My Little Sister Is Among Them!,TV,8.05,609,"Jul 06, 2012",Studio Gokumi
Naisho no Tsubomi,OVA,7.18,15,"Apr 25, 2008",Studio Kikan
Najica Blitz Tactics,TV,7.49,27,"Oct 05, 2001",Studio Fantasia
Naked Youth,ONA,5.31,274,2006,Kojiro Shishido Animation Works
"NAKAIMO - My Little Sister Is Among Them!: Ani, Imouto, Koibito",OVA,9,120,"Mar 27, 2013",Studio Gokumi
NAKED WOLVES,TV,6.33,14,"Apr 06, 2009",Kate Arrow
Nami Hexin - 2016 Xinnian Tebie Ban,ONA,5,6,"Feb 04, 2016",Coastline Animation Studio
Nakoruru: Ano Hito kara no Okurimono,OVA,4.26,14,"May 25, 2002",Arms
Namakura Gatana: Kunoichi-hen,ONA,6.48,33,"Nov 08, 2017",add some
Nami Hexin: Jueze Pian,ONA,4.1,18,"Apr 08, 2016",Coastline Animation Studio
Nami Hexin - NG Scenes - Nano's Daily Life,ONA,7.57,11,"Feb 08, 2015",Coastline Animation Studio
Nami Hexin SP: Lianxi Pian 2015 Xinnian Special,ONA,9.25,3,"Jan 01, 2015",Coastline Animation Studio
NANA,TV,9.1,2325,"Apr 05, 2006",Madhouse
Namiuchigiwa no Muromi-san OVA,OVA,8.65,19,"Aug 16, 2013",Tatsunoko Production
Namuamidabutsu! -UTENA-,TV,8.8,127,"Apr 08, 2019",Asahi Production
Nana to Kaoru,OVA,6.88,136,"Mar 29, 2011",AIC PLUS+
Nana Lucky: Seven Lucky Gods,ONA,4.38,8,"Apr 27, 2022",add some
